Call ID,Received DtTm,Neighborhood District,Lat,Lon,Call Type
9373,2023-01-14 14:57:32,Mission,37.7647834522541,-122.424102685064,Medical Incident
9412,2023-01-14 15:01:28,Tenderloin,37.7830549681708,-122.411577299279,Alarms
9413,2023-01-14 15:03:43,Pacific Heights,37.7936758446796,-122.425525660789,Medical Incident
9429,2023-01-14 15:04:13,Outer Richmond,37.7800899146648,-122.48741856209,Medical Incident
9432,2023-01-14 15:06:27,Mission Bay,37.7773277635261,-122.393088559685,Traffic Collision
9425,2023-01-14 15:09:08,Castro/Upper Market,37.766821331685,-122.428814858006,Structure Fire
9422,2023-01-14 15:14:07,Mission,37.7674778738529,-122.419834389169,Alarms
9424,2023-01-14 15:14:21,Financial District/South Beach,37.7940657665886,-122.395089224777,Structure Fire
9420,2023-01-14 15:16:34,Sunset/Parkside,37.7520928955927,-122.482769583257,Medical Incident
9426,2023-01-14 15:18:20,Mission,37.7525060662321,-122.414086032423,Medical Incident
9431,2023-01-14 15:20:14,South of Market,37.7776242389287,-122.39998111124,Medical Incident
9405,2023-01-14 15:22:25,Mission,37.765718993574,-122.409520691153,Medical Incident
9411,2023-01-14 15:22:48,South of Market,37.7832878520296,-122.408952160052,Medical Incident
9419,2023-01-14 15:24:00,Tenderloin,37.7876481142585,-122.413034101435,Medical Incident
9417,2023-01-14 15:24:13,Twin Peaks,37.753853273346,-122.451884450371,Structure Fire
9421,2023-01-14 15:26:14,Bayview Hunters Point,37.7313957745363,-122.380075349603,Medical Incident
9428,2023-01-14 15:26:57,North Beach,37.8080500969059,-122.409877282931,Medical Incident
9407,2023-01-14 15:28:22,Bayview Hunters Point,37.7442404121423,-122.40429562467,Outside Fire
9409,2023-01-14 15:32:09,North Beach,37.8082633159603,-122.414972542075,Medical Incident
9416,2023-01-14 15:32:15,Hayes Valley,37.7694113336686,-122.4308075817,Structure Fire
9402,2023-01-14 15:32:56,Bayview Hunters Point,37.7295427123834,-122.38641847796,Medical Incident
9406,2023-01-14 15:36:24,Sunset/Parkside,37.7643193895638,-122.481405837756,Fuel Spill
9427,2023-01-14 15:40:14,Outer Mission,37.725244395099,-122.438394967881,Medical Incident
9423,2023-01-14 15:42:39,Financial District/South Beach,37.7833104067015,-122.388379873919,Medical Incident
9418,2023-01-14 15:43:34,Tenderloin,37.778539623098,-122.417393041314,Structure Fire
9415,2023-01-14 15:45:23,Hayes Valley,37.7761587640112,-122.421148424067,Medical Incident
9403,2023-01-14 15:49:19,West of Twin Peaks,37.7365980210266,-122.461092433909,Medical Incident
9430,2023-01-14 15:51:39,Tenderloin,37.7835654755497,-122.415051136249,Medical Incident
9414,2023-01-14 15:54:13,Marina,37.7999779796302,-122.442846090742,Alarms
9408,2023-01-14 15:56:07,Financial District/South Beach,37.7898293371562,-122.403841564352,Medical Incident
9410,2023-01-14 15:57:52,Marina,37.7979643072995,-122.432366824393,Medical Incident
9404,2023-01-14 15:59:46,Bayview Hunters Point,37.7381169167757,-122.391416846144,Medical Incident
9436,2023-01-14 16:02:02,Tenderloin,37.7838385180026,-122.41377551206,Medical Incident
9457,2023-01-14 16:08:53,Tenderloin,37.7833108888132,-122.417528774391,Medical Incident
9449,2023-01-14 16:09:00,South of Market,37.783528916199,-122.407482813601,Structure Fire
9445,2023-01-14 16:09:57,Marina,37.8041626666481,-122.443765586574,Medical Incident
9454,2023-01-14 16:10:33,Glen Park,37.7365409547735,-122.439637522571,Medical Incident
9464,2023-01-14 16:12:02,Mission,37.7485954399415,-122.418024677603,Alarms
9439,2023-01-14 16:12:14,Mission,37.7489188373689,-122.421063615317,Medical Incident
9443,2023-01-14 16:14:54,Bayview Hunters Point,37.7254092644577,-122.385911159653,Medical Incident
9463,2023-01-14 16:18:59,Outer Mission,37.7242204207664,-122.441529568372,Medical Incident
9438,2023-01-14 16:22:42,Tenderloin,37.7850246606887,-122.411971890566,Alarms
9437,2023-01-14 16:23:54,Bayview Hunters Point,37.7261707791059,-122.383810368681,Medical Incident
9446,2023-01-14 16:25:01,Tenderloin,37.7825297445725,-122.412384547628,Medical Incident
9456,2023-01-14 16:28:55,Marina,37.7967238761875,-122.442116502502,Medical Incident
9455,2023-01-14 16:29:39,Bayview Hunters Point,37.7345025151708,-122.382247020863,Structure Fire
9451,2023-01-14 16:31:50,Tenderloin,37.7850094895368,-122.418713807613,Medical Incident
9435,2023-01-14 16:31:56,Sunset/Parkside,37.7439106369478,-122.499932573761,Structure Fire
9458,2023-01-14 16:34:47,North Beach,37.7991950081051,-122.403438162231,Structure Fire
9462,2023-01-14 16:35:11,North Beach,37.8027352187995,-122.40656121701,Medical Incident
9442,2023-01-14 16:36:37,Western Addition,37.7775342405103,-122.44086368266,Medical Incident
9448,2023-01-14 16:39:13,Hayes Valley,37.7750206954016,-122.42259804367,Medical Incident
9433,2023-01-14 16:42:48,Sunset/Parkside,37.7437447222589,-122.481184434413,Medical Incident
9440,2023-01-14 16:43:12,Tenderloin,37.7842993825154,-122.410141319852,Medical Incident
9460,2023-01-14 16:43:28,South of Market,37.7832636870331,-122.407051190493,Alarms
9452,2023-01-14 16:44:24,Inner Sunset,37.7594748038068,-122.463777629027,Structure Fire
9441,2023-01-14 16:52:36,Potrero Hill,37.7604910103005,-122.388556400841,Alarms
9450,2023-01-14 16:52:45,Potrero Hill,37.7573076100175,-122.406619802694,Medical Incident
9459,2023-01-14 16:52:56,Hayes Valley,37.7766706628914,-122.428828214428,Medical Incident
9461,2023-01-14 16:53:17,Mission,37.7523059787388,-122.417357818307,Medical Incident
9453,2023-01-14 16:53:21,Tenderloin,37.7825025590102,-122.41055128181,Medical Incident
9434,2023-01-14 16:55:43,South of Market,37.7842056749338,-122.407612731809,Administrative
9447,2023-01-14 16:57:33,Sunset/Parkside,37.7495740887502,-122.476227950535,Medical Incident
9444,2023-01-14 16:58:35,Oceanview/Merced/Ingleside,37.7166530820689,-122.45964389425,Medical Incident
9491,2023-01-14 17:01:29,Western Addition,37.7804962596145,-122.432140390824,Medical Incident
9502,2023-01-14 17:02:54,North Beach,37.8055721065651,-122.414433429446,Medical Incident
9479,2023-01-14 17:03:16,Bayview Hunters Point,37.7353069209821,-122.403733561327,Medical Incident
9488,2023-01-14 17:05:34,Golden Gate Park,37.7697458272649,-122.472717967103,Structure Fire
9498,2023-01-14 17:05:56,Bayview Hunters Point,37.7332781171067,-122.397689471749,Medical Incident
9484,2023-01-14 17:09:07,Bayview Hunters Point,37.7349829409834,-122.399696273412,Medical Incident
9473,2023-01-14 17:09:36,Visitacion Valley,37.7117330377067,-122.415563553658,Medical Incident
9465,2023-01-14 17:14:12,Tenderloin,37.78285368439,-122.417365509218,Structure Fire
9501,2023-01-14 17:14:36,Outer Mission,37.7095433695086,-122.450498927736,Medical Incident
9467,2023-01-14 17:15:47,Mission,37.7708961078752,-122.414996655724,Traffic Collision
9486,2023-01-14 17:15:49,Mission,37.751818803934,-122.403759348047,Medical Incident
9503,2023-01-14 17:16:20,Lakeshore,37.7306107022051,-122.475862776859,Medical Incident
9476,2023-01-14 17:18:13,Tenderloin,37.7869901974862,-122.410683910107,Alarms
9489,2023-01-14 17:18:56,Haight Ashbury,37.7712674239457,-122.437045611029,Other
9483,2023-01-14 17:19:56,Mission,37.7591940102579,-122.409770123675,Structure Fire
9477,2023-01-14 17:22:36,Sunset/Parkside,37.7626479297859,-122.499095220989,Structure Fire
9493,2023-01-14 17:23:30,Bayview Hunters Point,37.7186167492521,-122.396976655931,Alarms
9474,2023-01-14 17:23:59,North Beach,37.807690493217,-122.412329558798,Medical Incident
9472,2023-01-14 17:24:14,Mission,37.7677331022924,-122.415606951318,Medical Incident
9494,2023-01-14 17:25:13,Lone Mountain/USF,37.7758548587833,-122.445614415007,Medical Incident
9487,2023-01-14 17:29:10,Hayes Valley,37.7703506175711,-122.429224620583,Medical Incident
9468,2023-01-14 17:30:27,Tenderloin,37.7833862379382,-122.409853729941,Medical Incident
9500,2023-01-14 17:31:43,Marina,37.7969362091685,-122.440447562668,Medical Incident
9496,2023-01-14 17:32:50,Japantown,37.7853726453487,-122.431366397986,Medical Incident
9490,2023-01-14 17:34:20,Haight Ashbury,37.7697450470807,-122.445183734591,Medical Incident
9481,2023-01-14 17:38:34,Portola,37.7324386586756,-122.405607549199,Medical Incident
9485,2023-01-14 17:38:47,South of Market,37.7807144867659,-122.408483722327,Medical Incident
9499,2023-01-14 17:39:25,Potrero Hill,37.7542249738297,-122.385972853946,Outside Fire
9475,2023-01-14 17:39:31,Tenderloin,37.7821692691963,-122.418993274637,Medical Incident
9478,2023-01-14 17:41:11,Hayes Valley,37.7759935454975,-122.430387323181,Medical Incident
9466,2023-01-14 17:42:16,Bernal Heights,37.7379557837976,-122.421912820883,Structure Fire
9505,2023-01-14 17:43:17,Visitacion Valley,37.712002001307,-122.407607975966,Medical Incident
9492,2023-01-14 17:45:45,Western Addition,37.7892533657939,-122.422947215446,Medical Incident
9469,2023-01-14 17:45:59,Western Addition,37.7811808500926,-122.428835963427,Medical Incident
9470,2023-01-14 17:46:08,Western Addition,37.7798293492878,-122.433621914349,Medical Incident
9495,2023-01-14 17:47:06,Bayview Hunters Point,37.7195063566734,-122.387273246924,Medical Incident
9482,2023-01-14 17:47:48,Outer Richmond,37.7764001928902,-122.502807880899,Medical Incident
9471,2023-01-14 17:50:44,Tenderloin,37.7860598457137,-122.414643592857,Structure Fire
9504,2023-01-14 17:55:19,South of Market,37.7785051047871,-122.405615267864,Medical Incident
9497,2023-01-14 17:55:44,South of Market,37.7735330211533,-122.414915739142,Medical Incident
9480,2023-01-14 17:59:23,South of Market,37.7734664897325,-122.413546904215,Medical Incident
9533,2023-01-14 18:00:24,Russian Hill,37.7954950654489,-122.421607115084,Medical Incident
9535,2023-01-14 18:00:41,Inner Sunset,37.757751668738,-122.463086813488,Medical Incident
9518,2023-01-14 18:04:21,Tenderloin,37.7840910361755,-122.411784369455,Alarms
9538,2023-01-14 18:04:35,Sunset/Parkside,37.758700162566,-122.502581700748,Structure Fire
9515,2023-01-14 18:04:45,Haight Ashbury,37.7704702918761,-122.451242157147,Alarms
9531,2023-01-14 18:10:37,Nob Hill,37.7881263034393,-122.417657214041,Alarms
9536,2023-01-14 18:11:57,South of Market,37.7809711823918,-122.408708674954,Medical Incident
9521,2023-01-14 18:12:26,Tenderloin,37.7839429146271,-122.41295236246,Medical Incident
9510,2023-01-14 18:12:39,Financial District/South Beach,37.7930804700514,-122.400531565134,Medical Incident
9529,2023-01-14 18:14:15,Tenderloin,37.7859427265455,-122.418902557609,Medical Incident
9527,2023-01-14 18:16:12,Tenderloin,37.778539623098,-122.417393041314,Alarms
9541,2023-01-14 18:17:14,Tenderloin,37.7839909656227,-122.415908808889,Medical Incident
9511,2023-01-14 18:17:41,Western Addition,37.780133899851,-122.42370447487,Alarms
9512,2023-01-14 18:17:43,Inner Richmond,37.7802449131001,-122.459999104399,Medical Incident
9526,2023-01-14 18:20:38,Potrero Hill,37.7536098398255,-122.397099082289,Medical Incident
9528,2023-01-14 18:20:54,South of Market,37.7746534767072,-122.405118197249,Medical Incident
9516,2023-01-14 18:21:18,Bernal Heights,37.7330187798698,-122.416499862337,Traffic Collision
9519,2023-01-14 18:26:33,Inner Richmond,37.7829250555392,-122.466030904754,Medical Incident
9530,2023-01-14 18:26:40,Bayview Hunters Point,37.7316182572491,-122.392627218053,Medical Incident
9523,2023-01-14 18:27:20,West of Twin Peaks,37.7308474511279,-122.459712653409,Medical Incident
9513,2023-01-14 18:30:11,Mission,37.7543684664928,-122.410675222695,Medical Incident
9506,2023-01-14 18:30:51,Tenderloin,37.782141624229,-122.411246661611,Medical Incident
9537,2023-01-14 18:37:35,Western Addition,37.7800214949422,-122.432114423941,Alarms
9534,2023-01-14 18:38:45,Oceanview/Merced/Ingleside,37.710217410694,-122.466954794457,Medical Incident
9507,2023-01-14 18:39:24,Hayes Valley,37.7765217026729,-122.425377541131,Medical Incident
9540,2023-01-14 18:42:29,Nob Hill,37.7896709500928,-122.419657120752,Structure Fire
9532,2023-01-14 18:44:12,Mission,37.7582329952396,-122.412355500109,Medical Incident
9522,2023-01-14 18:45:52,Tenderloin,37.7830520025585,-122.420010270255,Other
9508,2023-01-14 18:46:57,Mission,37.7610971516416,-122.41826370633,Structure Fire
9520,2023-01-14 18:50:46,Tenderloin,37.7843492693967,-122.409309180702,Medical Incident
9514,2023-01-14 18:51:51,Nob Hill,37.7881263034393,-122.417657214041,Structure Fire
9525,2023-01-14 18:53:24,Inner Sunset,37.7645085780924,-122.477112517357,Structure Fire
9509,2023-01-14 18:54:50,Financial District/South Beach,37.7887211505214,-122.402065731707,Alarms
9539,2023-01-14 18:55:38,Pacific Heights,37.7889450363259,-122.426252261665,Medical Incident
9524,2023-01-14 18:55:54,South of Market,37.7765683820103,-122.398755450545,Medical Incident
9517,2023-01-14 18:59:00,Tenderloin,37.7815955871561,-122.412190669917,Medical Incident
9552,2023-01-14 19:02:12,Financial District/South Beach,37.7910498079932,-122.397526111294,Structure Fire
9546,2023-01-14 19:02:17,Bayview Hunters Point,37.7357585682759,-122.379483704303,Medical Incident
9573,2023-01-14 19:03:09,Tenderloin,37.7783289000176,-122.419047896211,Medical Incident
9577,2023-01-14 19:03:19,Tenderloin,37.7830520025585,-122.420010270255,Medical Incident
9561,2023-01-14 19:05:23,Bayview Hunters Point,37.750758868663,-122.390429362473,Structure Fire
9572,2023-01-14 19:05:43,North Beach,37.8026926109157,-122.40792421319,Medical Incident
9580,2023-01-14 19:08:58,Tenderloin,37.7822500873167,-122.411268613368,Medical Incident
9576,2023-01-14 19:10:19,Excelsior,37.7124392757646,-122.430848026582,Medical Incident
9579,2023-01-14 19:12:48,Outer Richmond,37.7814963327329,-122.475090529222,Medical Incident
9555,2023-01-14 19:13:24,Tenderloin,37.7861172118379,-122.419854245692,Traffic Collision
9548,2023-01-14 19:17:03,Financial District/South Beach,37.7896604475978,-122.395685124728,Administrative
9556,2023-01-14 19:18:38,Hayes Valley,37.777167946661,-122.426337322201,Medical Incident
9547,2023-01-14 19:22:02,South of Market,37.7776242389287,-122.39998111124,Medical Incident
9562,2023-01-14 19:23:23,Financial District/South Beach,37.7927299343809,-122.40328650281,Alarms
9545,2023-01-14 19:26:36,Tenderloin,37.785672286426,-122.419620657238,Medical Incident
9565,2023-01-14 19:26:53,Financial District/South Beach,37.7872026250974,-122.404858516174,Medical Incident
9560,2023-01-14 19:27:53,Tenderloin,37.7845008428925,-122.419454544987,Medical Incident
9549,2023-01-14 19:29:23,Seacliff,37.7884296370103,-122.488058145441,Gas Leak (Natural and LP Gases)
9558,2023-01-14 19:32:02,Tenderloin,37.7877640990096,-122.409925328419,Medical Incident
9574,2023-01-14 19:32:46,Financial District/South Beach,37.7905865694353,-122.399877480803,Medical Incident
9550,2023-01-14 19:35:13,Outer Mission,37.7276274723827,-122.433978445941,Alarms
9551,2023-01-14 19:35:24,Portola,37.733425542705,-122.408644393097,Medical Incident
9569,2023-01-14 19:37:42,Mission,37.7565027408456,-122.414395554527,Medical Incident
9544,2023-01-14 19:40:02,Sunset/Parkside,37.7621591162476,-122.50766053329,Medical Incident
9542,2023-01-14 19:40:18,Tenderloin,37.7796660426062,-122.41371122073,Medical Incident
9582,2023-01-14 19:40:55,Potrero Hill,37.7593654899942,-122.406946874696,Medical Incident
9559,2023-01-14 19:41:13,Financial District/South Beach,37.7888154965828,-122.400812304237,Medical Incident
9563,2023-01-14 19:42:12,Tenderloin,37.7835654755497,-122.415051136249,Medical Incident
9568,2023-01-14 19:42:28,Financial District/South Beach,37.7872560927993,-122.40409466245,Medical Incident
9575,2023-01-14 19:42:35,Mission,37.7521125682968,-122.407146114914,Medical Incident
9557,2023-01-14 19:42:55,Tenderloin,37.7853898217787,-122.409093228545,Medical Incident
9564,2023-01-14 19:43:21,Mission,37.7662536102334,-122.425864046062,Structure Fire
9554,2023-01-14 19:45:56,Lakeshore,37.714334813698,-122.492047871678,Traffic Collision
9581,2023-01-14 19:47:47,Mission,37.7690757517644,-122.420788636046,Medical Incident
9571,2023-01-14 19:49:14,Seacliff,37.7885162445141,-122.484799797447,Gas Leak (Natural and LP Gases)
9566,2023-01-14 19:50:23,Tenderloin,37.7824484982183,-122.416327441768,Alarms
9570,2023-01-14 19:51:05,Financial District/South Beach,37.7845601421794,-122.407337041666,Medical Incident
9567,2023-01-14 19:51:09,Potrero Hill,37.7521940654679,-122.398452381695,Medical Incident
9553,2023-01-14 19:52:19,Pacific Heights,37.7918785287248,-122.446299546916,Medical Incident
9543,2023-01-14 19:58:46,South of Market,37.7788157426427,-122.409325210496,Medical Incident
9578,2023-01-14 19:58:59,Mission Bay,37.7763329756243,-122.394035065186,Medical Incident
9585,2023-01-14 20:00:01,Inner Sunset,37.7628677231628,-122.471671780993,Medical Incident
9601,2023-01-14 20:00:13,Mission,37.7505058278022,-122.420507005779,Medical Incident
9591,2023-01-14 20:00:56,Haight Ashbury,37.7716194932179,-122.445557574682,Medical Incident
9583,2023-01-14 20:04:55,South of Market,37.7746534767072,-122.405118197249,Medical Incident
9594,2023-01-14 20:06:51,Outer Richmond,37.7750759610096,-122.511294923938,Traffic Collision
9595,2023-01-14 20:07:11,South of Market,37.775420706711,-122.403404791479,Medical Incident
9584,2023-01-14 20:10:06,West of Twin Peaks,37.7275899827561,-122.456537037886,Medical Incident
9608,2023-01-14 20:12:29,Tenderloin,37.7862026638911,-122.409683072135,Alarms
9586,2023-01-14 20:12:33,Tenderloin,37.7850094895368,-122.418713807613,Medical Incident
9619,2023-01-14 20:12:36,Financial District/South Beach,37.786566734333,-122.407228381756,Medical Incident
9598,2023-01-14 20:15:49,Nob Hill,37.7896709500928,-122.419657120752,Medical Incident
9612,2023-01-14 20:16:01,Hayes Valley,37.7745362770935,-122.420741294553,Other
9624,2023-01-14 20:16:28,South of Market,37.7712963527723,-122.405424735702,Medical Incident
9605,2023-01-14 20:17:10,Visitacion Valley,37.7099524830823,-122.417084499054,Medical Incident
9617,2023-01-14 20:20:14,Mission,37.75457187067,-122.419712713709,Medical Incident
9613,2023-01-14 20:20:47,Nob Hill,37.7923069821581,-122.410843810017,Medical Incident
9592,2023-01-14 20:22:43,Lone Mountain/USF,37.7725275124637,-122.449976001198,Alarms
9615,2023-01-14 20:23:44,Bernal Heights,37.7344393109737,-122.417593854746,Medical Incident
9625,2023-01-14 20:26:35,Russian Hill,37.7948173544208,-122.423227147276,Medical Incident
9587,2023-01-14 20:27:17,South of Market,37.775420706711,-122.403404791479,Medical Incident
9622,2023-01-14 20:29:23,Bernal Heights,37.7473823920928,-122.410946807471,Medical Incident
9600,2023-01-14 20:29:28,Lone Mountain/USF,37.7794174149939,-122.445265103327,Structure Fire
9621,2023-01-14 20:29:36,Inner Sunset,37.7638487921084,-122.470595085636,Medical Incident
9623,2023-01-14 20:30:26,Financial District/South Beach,37.7941169057941,-122.396556426173,Alarms
9589,2023-01-14 20:34:22,Marina,37.799269150326,-122.444485649732,Traffic Collision
9590,2023-01-14 20:35:27,McLaren Park,37.7152821393105,-122.414476160628,Medical Incident
9610,2023-01-14 20:36:22,Financial District/South Beach,37.7890636112201,-122.40180312648,Medical Incident
9593,2023-01-14 20:36:24,Inner Richmond,37.7781596014769,-122.464146871389,Smoke Investigation (Outside)
9603,2023-01-14 20:36:33,Tenderloin,37.7807642254398,-122.412320907436,Other
9607,2023-01-14 20:40:22,Pacific Heights,37.7917498896271,-122.433570936569,Medical Incident
9588,2023-01-14 20:40:42,Oceanview/Merced/Ingleside,37.7142217076678,-122.466645826345,Medical Incident
9604,2023-01-14 20:42:13,Sunset/Parkside,37.7585185757041,-122.485441067529,Medical Incident
9620,2023-01-14 20:42:42,Oceanview/Merced/Ingleside,37.7114211828746,-122.455835589431,Traffic Collision
9614,2023-01-14 20:44:46,Western Addition,37.7856858024335,-122.421393307769,Medical Incident
9599,2023-01-14 20:44:58,Financial District/South Beach,37.7880921818355,-122.395477950429,Medical Incident
9597,2023-01-14 20:45:11,Sunset/Parkside,37.7583295917093,-122.489725814528,Medical Incident
9616,2023-01-14 20:48:02,Pacific Heights,37.7859173973794,-122.442559256485,Structure Fire
9611,2023-01-14 20:50:27,Castro/Upper Market,37.761289573177,-122.428354067217,Alarms
9602,2023-01-14 20:53:21,Tenderloin,37.7819221440615,-122.417173961997,Structure Fire
9596,2023-01-14 20:53:32,Marina,37.8030593030806,-122.429881855664,Medical Incident
9618,2023-01-14 20:54:35,Financial District/South Beach,37.7985800532877,-122.401051292992,Medical Incident
9609,2023-01-14 20:56:58,Hayes Valley,37.7763688687361,-122.419506294961,Structure Fire
9606,2023-01-14 20:59:45,West of Twin Peaks,37.7292047405741,-122.466744756588,Medical Incident
9643,2023-01-14 21:03:03,Marina,37.8014603536176,-122.440131950034,Medical Incident
9653,2023-01-14 21:09:18,Bayview Hunters Point,37.7348623884943,-122.379486877545,Medical Incident
9648,2023-01-14 21:10:48,Potrero Hill,37.759908951077,-122.398215564881,Structure Fire
9629,2023-01-14 21:13:33,Tenderloin,37.7843964930924,-122.41690045985,Medical Incident
9627,2023-01-14 21:18:22,Inner Sunset,37.7632029010129,-122.464037930237,Medical Incident
9651,2023-01-14 21:19:41,Financial District/South Beach,37.7861900595825,-122.397420430314,Alarms
9642,2023-01-14 21:22:11,North Beach,37.8080594050547,-122.41661365069,Medical Incident
9649,2023-01-14 21:23:11,Visitacion Valley,37.7122062230511,-122.410640795976,Citizen Assist / Service Call
9637,2023-01-14 21:26:01,Inner Richmond,37.7760547080495,-122.469363032263,Alarms
9645,2023-01-14 21:26:16,Financial District/South Beach,37.7876418476067,-122.403430803415,Medical Incident
9646,2023-01-14 21:28:38,Nob Hill,37.7914958541783,-122.420873185108,Medical Incident
9644,2023-01-14 21:33:17,Pacific Heights,37.792412107081,-122.424360895464,Medical Incident
9652,2023-01-14 21:33:58,Lakeshore,37.7285444749244,-122.475646829327,Medical Incident
9626,2023-01-14 21:38:02,Mission,37.750968088623,-122.412838555624,Medical Incident
9638,2023-01-14 21:38:06,Potrero Hill,37.7585719666446,-122.406726045013,Medical Incident
9636,2023-01-14 21:42:08,Castro/Upper Market,37.7668131434468,-122.428952855226,Medical Incident
9635,2023-01-14 21:42:12,Tenderloin,37.7865705542086,-122.413973061638,Structure Fire
9633,2023-01-14 21:46:11,Tenderloin,37.7859419706923,-122.408012730259,Medical Incident
9631,2023-01-14 21:48:16,Pacific Heights,37.7898100005704,-122.433800051784,Medical Incident
9650,2023-01-14 21:51:55,South of Market,37.7822305756448,-122.410292026777,Medical Incident
9647,2023-01-14 21:52:30,Western Addition,37.7886856403573,-122.422163486157,Medical Incident
9628,2023-01-14 21:53:12,South of Market,37.7850811742657,-122.406497767804,Structure Fire
9632,2023-01-14 21:53:15,Mission Bay,37.7763329756243,-122.394035065186,Medical Incident
9634,2023-01-14 21:53:58,Hayes Valley,37.7748226184309,-122.419842305148,Medical Incident
9640,2023-01-14 21:57:30,Seacliff,37.7876118372327,-122.485283460487,Medical Incident
9639,2023-01-14 21:57:43,Lakeshore,37.7190118676786,-122.480450749459,Other
9641,2023-01-14 21:58:21,Bayview Hunters Point,37.7230361592834,-122.398348115685,Medical Incident
9630,2023-01-14 21:58:37,Mission,37.7697208630457,-122.417949217834,Medical Incident
9664,2023-01-14 22:00:54,Financial District/South Beach,37.7845601421794,-122.407337041666,Traffic Collision
9657,2023-01-14 22:11:00,Portola,37.7312903624018,-122.409171381183,Medical Incident
9669,2023-01-14 22:12:07,Mission,37.7522394549791,-122.418445272851,Medical Incident
9660,2023-01-14 22:14:36,Lakeshore,37.7122646664235,-122.472932437972,Medical Incident
9654,2023-01-14 22:16:37,Portola,37.7240356145385,-122.402108391158,Fuel Spill
9655,2023-01-14 22:17:41,Tenderloin,37.7843964930924,-122.41690045985,Alarms
9661,2023-01-14 22:23:24,Lakeshore,37.7353239599622,-122.504182999202,Medical Incident
9670,2023-01-14 22:27:53,South of Market,37.7815374331217,-122.409518341416,Medical Incident
9662,2023-01-14 22:29:53,Bayview Hunters Point,37.720226117433,-122.393393791933,Medical Incident
9658,2023-01-14 22:32:01,Golden Gate Park,37.7697458272649,-122.472717967103,Structure Fire
9667,2023-01-14 22:47:14,Tenderloin,37.7810145579776,-122.413423114482,Medical Incident
9663,2023-01-14 22:47:37,Western Addition,37.7816938681936,-122.423112121501,Medical Incident
9659,2023-01-14 22:50:19,Tenderloin,37.7765408927183,-122.417501464907,Medical Incident
9668,2023-01-14 22:50:33,South of Market,37.7764944808779,-122.411359138357,Medical Incident
9666,2023-01-14 22:52:34,Outer Mission,37.7189286736817,-122.443696071625,Medical Incident
9665,2023-01-14 22:56:49,Visitacion Valley,37.7121958423312,-122.420838850109,Medical Incident
9656,2023-01-14 22:58:46,Excelsior,37.7090926292053,-122.43133713448,Structure Fire
9690,2023-01-14 23:03:55,Nob Hill,37.7945246981773,-122.410940056689,Medical Incident
9676,2023-01-14 23:05:16,Castro/Upper Market,37.7579545615703,-122.43026851815,Medical Incident
9677,2023-01-14 23:06:11,Haight Ashbury,37.7703725071371,-122.444508010123,Medical Incident
9672,2023-01-14 23:08:12,Outer Mission,37.7103220850035,-122.460482353143,Medical Incident
9689,2023-01-14 23:11:04,Twin Peaks,37.7504497937546,-122.444702072201,Alarms
9683,2023-01-14 23:11:32,Nob Hill,37.7890551171218,-122.41370326613,Medical Incident
9679,2023-01-14 23:14:56,Nob Hill,37.7881263034393,-122.417657214041,Medical Incident
9686,2023-01-14 23:16:44,Castro/Upper Market,37.769247063207,-122.426955631709,Structure Fire
9684,2023-01-14 23:17:40,Financial District/South Beach,37.7913109702069,-122.392524624579,Medical Incident
9687,2023-01-14 23:21:40,Financial District/South Beach,37.7919141534886,-122.402017229103,Medical Incident
9671,2023-01-14 23:27:21,Potrero Hill,37.7573076100175,-122.406619802694,Structure Fire
9673,2023-01-14 23:28:06,Pacific Heights,37.795265168848,-122.427533073347,Alarms
9680,2023-01-14 23:32:17,Sunset/Parkside,37.7604244274632,-122.505928109422,Medical Incident
9688,2023-01-14 23:33:35,Tenderloin,37.784181762981,-122.414404220696,Alarms
9678,2023-01-14 23:34:26,Mission,37.7551453615588,-122.41022765898,Traffic Collision
9675,2023-01-14 23:35:58,Mission,37.7621440348149,-122.421551451612,Medical Incident
9682,2023-01-14 23:38:19,West of Twin Peaks,37.7365890289496,-122.470574087029,Medical Incident
9685,2023-01-14 23:39:15,Noe Valley,37.7466063701183,-122.442785848189,Medical Incident
9681,2023-01-14 23:40:11,Nob Hill,37.7882286861562,-122.415995198292,Medical Incident
9674,2023-01-14 23:59:55,Financial District/South Beach,37.7857367878809,-122.389124364412,Medical Incident
9715,2023-01-15 00:00:28,Russian Hill,37.8066646613779,-122.420057870501,Structure Fire
9713,2023-01-15 00:01:35,Sunset/Parkside,37.7583295917093,-122.489725814528,Medical Incident
9698,2023-01-15 00:05:16,Lakeshore,37.7301188074684,-122.475937333391,Medical Incident
9697,2023-01-15 00:08:52,Tenderloin,37.7830590618212,-122.41571987823,Structure Fire
9701,2023-01-15 00:10:26,Twin Peaks,37.7537957311192,-122.44150679186,Structure Fire
9693,2023-01-15 00:11:52,Tenderloin,37.7838385180026,-122.41377551206,Medical Incident
9696,2023-01-15 00:14:22,Noe Valley,37.7514252212063,-122.432988340016,Marine Fire
9705,2023-01-15 00:14:44,Nob Hill,37.7889233553137,-122.420422400634,Medical Incident
9708,2023-01-15 00:22:18,West of Twin Peaks,37.7330297009484,-122.434226339308,Medical Incident
9694,2023-01-15 00:25:04,Financial District/South Beach,37.7880471409619,-122.397635354625,Medical Incident
9704,2023-01-15 00:28:01,Marina,37.7966323360826,-122.4353274337,Medical Incident
9703,2023-01-15 00:28:19,Lakeshore,37.722078288127,-122.501720822722,Structure Fire
